State,year_month,PRCP,EVAP,TMIN,TMAX
AR,1997-09,7.46,45.98,78.0,378.0
AR,1997-10,22.86,30.99,-6.0,339.0
AR,1997-11,24.99,14.29,-28.0,272.0
AR,1997-12,29.32,14.35,-50.0,206.0
AR,1998-01,38.7,11.02,-44.0,194.0
AR,1998-02,30.08,15.95,-33.0,217.0
AR,1998-03,45.93,31.89,-167.0,289.0
AR,1998-04,26.34,45.24,-6.0,300.0
AR,1998-05,19.22,54.02,61.0,356.0
AR,1998-06,12.07,69.34,89.0,378.0
AR,1998-07,18.36,68.18,183.0,422.0
AR,1998-08,15.37,54.73,161.0,422.0
AR,1998-09,17.41,57.86,83.0,417.0
AR,1998-10,22.49,33.89,11.0,356.0
AR,1998-11,28.93,16.84,-11.0,272.0
AR,1998-12,47.87,11.27,-33.0,267.0
AR,1999-01,39.64,18.03,-56.0,228.0
AR,1999-02,13.31,19.71,-94.0,256.0
AR,1999-03,33.48,32.3,-94.0,261.0
AR,1999-04,38.19,41.15,-22.0,317.0
AR,1999-05,40.42,48.9,33.0,322.0
AR,1999-06,31.59,55.71,100.0,361.0
AR,1999-07,9.67,63.79,150.0,406.0
AR,1999-08,7.85,89.97,133.0,411.0
AR,1999-09,17.15,51.02,39.0,367.0
AR,1999-10,11.94,32.47,-11.0,322.0
AR,1999-11,13.37,19.94,-22.0,317.0
AR,1999-12,62.35,12.88,-33.0,239.0
AR,2000-01,12.73,11.79,-44.0,233.0
AR,2000-02,23.14,23.0,-61.0,261.0
AR,2000-03,25.65,30.17,-39.0,294.0
AR,2000-04,28.55,43.14,-39.0,300.0
AR,2000-05,35.08,48.93,50.0,361.0
AR,2000-06,38.36,49.7,72.0,361.0
AR,2000-07,6.17,61.66,122.0,411.0
AR,2000-08,4.07,70.74,156.0,456.0
AR,2000-09,12.69,57.61,50.0,428.0
AR,2000-10,11.78,34.33,-17.0,333.0
AR,2000-11,77.54,21.71,-44.0,294.0
AR,2001-01,24.07,14.22,-50.0,189.0
AR,2001-02,52.45,13.77,-56.0,211.0
AR,2001-03,25.42,31.8,-33.0,261.0
AR,2001-04,19.54,46.14,-6.0,322.0
AR,2001-05,36.93,57.72,67.0,344.0
AR,2001-06,30.48,58.12,128.0,350.0
AR,2001-07,16.42,60.64,161.0,383.0
AR,2001-08,13.87,59.57,150.0,383.0
AR,2001-09,20.94,44.0,33.0,356.0
AR,2001-10,26.94,41.83,-22.0,300.0
AR,2001-11,23.62,17.53,-39.0,261.0
AR,2001-12,20.67,13.39,-56.0,267.0
AR,2002-01,33.22,21.2,-117.0,267.0
AR,2002-02,20.97,24.84,-56.0,239.0
AR,2002-03,67.47,37.45,-78.0,283.0
AR,2002-04,16.88,44.17,-6.0,322.0
AR,2002-05,42.8,47.02,39.0,328.0
AR,2002-06,13.81,61.52,111.0,367.0
AR,2002-07,21.76,58.81,178.0,372.0
AR,2002-08,21.39,63.58,139.0,372.0
AR,2002-09,12.91,48.56,78.0,367.0
AR,2002-10,23.12,24.43,17.0,339.0
AR,2002-11,15.17,17.73,-22.0,261.0
AR,2002-12,42.22,16.22,-61.0,233.0
AR,2003-03,16.52,28.91,-28.0,272.0
AR,2003-04,19.18,47.18,-17.0,317.0
AR,2003-05,31.43,49.33,89.0,378.0
AR,2003-06,34.89,54.56,106.0,356.0
AR,2003-07,14.47,62.3,139.0,406.0
AR,2003-08,16.68,53.98,161.0,383.0
AR,2003-09,18.73,43.34,44.0,328.0
AR,2003-10,19.4,29.72,6.0,333.0
AR,2003-11,26.53,17.38,-28.0,294.0
AR,2004-03,20.33,36.33,-17.0,283.0
AR,2004-04,27.59,42.87,0.0,294.0
AR,2004-05,28.2,51.67,44.0,322.0
AR,2004-06,34.87,52.07,117.0,350.0
AR,2004-07,34.63,54.29,133.0,361.0
AR,2004-08,17.35,52.85,100.0,367.0
AR,2004-09,1.39,54.06,67.0,356.0
AR,2004-10,34.57,33.41,11.0,322.0
AR,2004-11,51.55,19.44,-17.0,283.0
AR,2005-02,20.08,14.0,-39.0,278.0
AR,2005-03,20.04,23.75,-17.0,300.0
AR,2005-04,30.43,51.29,6.0,311.0
AR,2005-05,11.49,54.82,17.0,350.0
AR,2005-06,27.59,66.28,139.0,361.0
AR,2005-07,24.87,61.11,150.0,400.0
AR,2005-08,22.52,65.01,167.0,406.0
AR,2005-09,21.57,55.78,72.0,378.0
AR,2005-10,1.33,31.79,-11.0,333.0
AR,2005-11,23.51,19.9,-39.0,289.0
AR,2006-01,25.29,17.58,-44.0,233.0
AR,2006-02,7.16,13.53,-33.0,261.0
AR,2006-03,45.6,31.78,-22.0,294.0
AR,2006-04,29.58,53.08,17.0,372.0
AR,2006-05,24.91,56.41,61.0,361.0
AR,2006-06,29.5,68.51,122.0,367.0
AR,2006-07,27.35,73.18,122.0,406.0
AR,2006-08,37.79,64.33,150.0,417.0
AR,2006-09,32.91,48.42,50.0,350.0
AR,2006-10,20.65,31.33,-17.0,339.0
AR,2006-11,29.53,18.05,-33.0,283.0
AR,2006-12,19.69,10.78,-44.0,228.0
AR,2007-01,72.77,18.93,-39.0,178.0
AR,2007-02,24.88,30.56,-39.0,256.0
AR,2007-03,11.8,26.57,-39.0,289.0
AR,2007-04,29.88,47.39,-39.0,311.0
AR,2007-05,29.21,59.73,67.0,339.0
AR,2007-06,25.5,59.57,128.0,356.0
AR,2007-07,21.96,63.17,128.0,367.0
AR,2007-08,3.75,73.21,167.0,422.0
AR,2007-09,29.08,44.8,106.0,356.0
AR,2007-10,24.96,28.68,17.0,328.0
AR,2007-11,13.68,15.81,-50.0,283.0
AR,2007-12,39.06,17.23,-50.0,228.0
AR,2008-01,19.35,25.0,-72.0,233.0
AR,2008-02,30.55,20.74,-44.0,261.0
AR,2008-03,35.38,33.83,-33.0,278.0
AR,2008-04,46.52,34.27,-6.0,300.0
AR,2008-05,32.03,54.46,44.0,344.0
AR,2008-06,17.62,64.57,144.0,367.0
AR,2008-07,17.08,66.87,139.0,383.0
AR,2008-08,42.81,55.53,161.0,400.0
AR,2008-09,21.67,40.62,67.0,344.0
AR,2008-10,10.81,22.37,-17.0,272.0
AR,2008-11,13.23,13.49,-33.0,256.0
AR,2008-12,38.53,14.75,-50.0,228.0
AR,2009-01,18.38,33.68,-78.0,261.0
AR,2009-02,18.07,33.51,-56.0,233.0
AR,2009-03,46.2,29.18,-50.0,283.0
AR,2009-04,38.72,49.32,-22.0,322.0
AR,2009-05,59.97,48.3,56.0,322.0
AR,2009-06,16.81,67.75,106.0,389.0
AR,2009-07,46.2,58.56,133.0,389.0
AR,2009-08,16.97,54.91,122.0,372.0
AR,2009-09,46.26,48.27,72.0,339.0
AR,2009-10,62.64,26.0,6.0,311.0
AR,2009-11,17.51,15.61,-22.0,256.0
AR,2009-12,9.0,79.09,-78.0,183.0
AR,2011-01,31.2,60.24,-117.0,261.0
AR,2011-02,57.41,71.91,-122.0,261.0
AR,2011-03,17.62,42.45,-33.0,283.0
AR,2011-04,68.48,68.38,-17.0,333.0
AR,2011-05,50.63,118.37,44.0,344.0
AR,2011-06,11.42,69.2,167.0,389.0
AR,2011-07,18.15,73.09,178.0,417.0
AR,2011-08,13.07,59.15,172.0,456.0
AR,2011-09,9.36,48.79,89.0,406.0
AR,2011-10,21.61,42.42,-11.0,339.0
AR,2011-11,57.26,22.02,-28.0,283.0
AR,2011-12,58.38,5.95,-56.0,200.0
AR,2012-01,25.11,5.86,-72.0,239.0
AR,2012-02,25.06,4.63,-67.0,261.0
AR,2012-03,37.22,24.3,-22.0,294.0
AR,2012-04,21.66,35.91,39.0,328.0
AR,2012-05,18.32,51.07,83.0,367.0
AR,2012-06,20.4,58.64,133.0,428.0
AR,2012-07,26.95,60.54,183.0,417.0
AR,2012-08,20.42,56.65,139.0,411.0
AR,2012-09,46.93,40.71,78.0,389.0
AR,2012-10,18.62,11.23,-17.0,306.0
AR,2012-11,12.13,3.17,-39.0,294.0
AR,2012-12,20.59,4.29,-89.0,256.0
AR,2013-01,56.52,4.77,-61.0,228.0
AR,2013-02,38.82,5.86,-72.0,211.0
AR,2013-03,18.21,5.72,-44.0,283.0
AR,2013-04,52.46,27.63,6.0,306.0
AR,2013-05,49.77,38.24,11.0,333.0
AR,2013-06,38.42,50.65,117.0,383.0
AR,2013-07,43.76,46.08,144.0,394.0
AR,2013-08,25.38,38.96,133.0,372.0
AR,2013-09,20.67,52.02,89.0,383.0
AR,2013-10,35.38,27.1,17.0,311.0
AR,2013-11,26.42,13.44,-61.0,272.0
AR,2013-12,56.51,6.05,-78.0,233.0
AR,2014-01,10.49,6.6,-150.0,222.0
AR,2014-02,29.08,8.29,-111.0,250.0
AR,2014-03,29.62,11.91,-106.0,256.0
AR,2014-04,37.92,33.16,-11.0,300.0
AR,2014-05,52.36,49.32,11.0,328.0
AR,2014-06,41.6,41.46,133.0,344.0
AR,2014-07,31.67,49.18,128.0,356.0
AR,2014-08,24.04,53.26,133.0,372.0
AR,2014-09,18.66,36.97,72.0,356.0
AR,2014-10,39.21,41.62,39.0,328.0
AR,2014-11,23.78,22.54,-78.0,239.0
AR,2014-12,26.79,5.59,-44.0,256.0
AR,2015-01,33.81,6.68,-133.0,233.0
AR,2015-02,22.66,7.1,-83.0,222.0
AR,2015-03,45.42,26.09,-83.0,272.0
AR,2015-04,57.97,38.99,28.0,300.0
AR,2015-05,74.02,53.56,61.0,322.0
AR,2015-06,36.39,59.92,150.0,367.0
AR,2015-07,32.67,61.79,178.0,383.0
AR,2015-08,20.57,56.5,133.0,389.0
AR,2015-09,5.99,50.68,83.0,367.0
AR,2015-10,31.03,43.95,17.0,361.0
AR,2015-11,106.31,12.14,-44.0,256.0
AR,2015-12,88.41,7.24,-33.0,222.0
AR,2016-01,11.8,8.44,-78.0,228.0
AR,2016-02,17.44,20.09,-61.0,239.0
AR,2016-03,43.75,34.17,-28.0,306.0
AR,2016-04,30.12,46.35,11.0,294.0
AR,2016-05,31.37,48.22,67.0,322.0
AR,2016-06,25.97,61.41,133.0,372.0
AR,2016-07,33.01,59.99,156.0,389.0
AR,2016-08,39.18,51.7,156.0,378.0
AR,2016-09,11.59,48.39,94.0,361.0
AR,2016-10,7.26,35.24,39.0,333.0
AR,2016-11,20.75,17.2,-33.0,317.0
AR,2016-12,23.2,9.24,-128.0,217.0
AR,2017-01,20.49,9.2,-128.0,239.0
AR,2017-02,20.62,17.47,-50.0,278.0
AR,2017-03,30.07,35.36,-17.0,300.0
AR,2017-04,34.28,50.24,6.0,322.0
AR,2017-05,28.01,67.0,56.0,322.0
AR,2017-06,24.08,59.12,72.0,350.0
AR,2017-07,40.63,67.33,156.0,372.0
AR,2017-08,40.06,47.94,139.0,350.0
AR,2017-09,5.94,54.2,94.0,356.0
AR,2017-10,18.86,40.71,-33.0,339.0
AR,2017-11,8.24,10.59,-39.0,289.0
AR,2017-12,53.41,6.69,-78.0,244.0
AR,2018-01,19.69,3.17,-156.0,200.0
AR,2018-02,95.79,6.5,-72.0,256.0
AR,2018-03,40.62,25.53,-39.0,278.0
AR,2018-04,37.3,55.17,-28.0,289.0
AR,2018-05,37.28,67.5,78.0,350.0
AR,2018-06,18.62,78.3,133.0,372.0
AR,2018-07,25.17,64.08,172.0,411.0
AR,2018-08,49.82,65.27,150.0,356.0
AR,2018-09,52.85,47.88,128.0,350.0
AR,2018-10,42.51,66.84,6.0,339.0
AR,2018-11,38.49,5.63,-50.0,261.0
AR,2018-12,48.64,4.53,-56.0,222.0
AR,2019-01,43.73,5.11,-72.0,228.0
AR,2019-02,61.4,10.0,-78.0,272.0
AR,2019-03,24.39,30.81,-83.0,250.0
AR,2019-04,69.23,52.37,-17.0,306.0
AR,2019-05,69.23,55.93,83.0,350.0
AR,2019-06,27.08,61.38,111.0,350.0
AR,2019-07,40.28,63.88,100.0,350.0
AR,2019-08,19.36,53.85,156.0,383.0
AR,2019-09,9.71,55.25,144.0,378.0
AR,2019-10,55.64,34.42,6.0,367.0
AR,2019-11,48.29,8.52,-89.0,222.0
AR,2019-12,8.76,9.5,-56.0,211.0
AR,2020-01,36.32,8.9,-50.0,206.0
AR,2020-02,67.33,11.64,-61.0,261.0
AR,2020-03,70.05,22.61,-17.0,328.0
AR,2020-04,60.71,44.91,0.0,344.0
AR,2020-05,59.92,51.97,44.0,333.0
AR,2020-06,67.69,73.94,122.0,344.0
AR,2020-07,33.09,60.56,167.0,372.0
AR,2020-08,52.29,55.7,150.0,356.0
AR,2020-09,48.77,34.59,78.0,328.0
AR,2020-10,15.22,29.01,17.0,306.0
AR,2020-11,12.86,11.8,-11.0,256.0
AR,2020-12,21.59,8.49,-61.0,250.0
AR,2021-01,36.88,11.29,-61.0,222.0
AR,2021-02,35.69,5.71,-117.0,250.0
AR,2021-03,53.1,31.46,-22.0,272.0
AR,2021-04,47.65,36.19,-22.0,283.0
AR,2021-05,64.16,41.53,56.0,306.0
AR,2021-06,32.72,54.96,94.0,356.0
AR,2021-07,36.05,59.88,133.0,367.0
AR,2021-08,20.4,61.67,161.0,389.0
AR,2021-09,11.47,46.85,78.0,383.0
AR,2021-10,29.5,32.56,33.0,350.0
AR,2021-11,19.29,11.0,-39.0,239.0
AR,2021-12,38.54,9.96,-50.0,261.0
AZ,1992-01,12.05,29.84,-56.0,256.0
AZ,1992-02,12.87,33.15,-22.0,283.0
AZ,1992-03,16.63,41.98,-11.0,294.0
AZ,1992-04,3.58,77.55,22.0,406.0
AZ,1992-05,15.61,83.8,89.0,383.0
AZ,1992-06,1.58,106.93,-28.0,428.0
AZ,1992-07,11.12,103.97,22.0,461.0
AZ,1992-08,20.07,88.58,44.0,467.0
AZ,1992-09,5.98,75.94,22.0,422.0
AZ,1992-10,3.2,61.64,22.0,406.0
AZ,1992-11,0.88,40.85,-50.0,311.0
AZ,1992-12,19.6,21.95,-50.0,250.0
AZ,1993-01,28.07,22.42,-28.0,278.0
AZ,1993-02,24.16,27.92,-33.0,250.0
AZ,1993-03,6.14,52.38,-11.0,322.0
AZ,1993-04,0.02,79.56,0.0,378.0
AZ,1993-05,3.63,94.49,-44.0,394.0
AZ,1993-06,0.85,116.88,-33.0,467.0
AZ,1993-07,1.59,116.9,39.0,450.0
AZ,1993-08,13.95,90.7,22.0,483.0
AZ,1993-09,2.87,81.23,-22.0,444.0
AZ,1993-10,5.14,54.81,-6.0,411.0
AZ,1993-11,10.59,34.1,-44.0,306.0
AZ,1993-12,1.62,27.98,-39.0,261.0
AZ,1994-01,0.99,30.19,-39.0,278.0
AZ,1994-02,11.55,38.35,-44.0,278.0
AZ,1994-03,9.45,54.67,-17.0,328.0
AZ,1994-04,3.09,77.75,6.0,389.0
AZ,1994-05,4.58,88.68,-44.0,406.0
AZ,1994-06,0.62,122.38,22.0,478.0
AZ,1994-07,7.03,116.66,56.0,467.0
AZ,1994-08,7.93,100.85,83.0,456.0
AZ,1994-09,8.7,75.83,-22.0,433.0
AZ,1994-10,4.38,55.61,11.0,367.0
AZ,1994-11,7.48,31.8,-72.0,361.0
AZ,1994-12,19.46,20.44,-44.0,261.0
AZ,1995-01,9.96,20.84,-39.0,233.0
AZ,1995-02,9.85,30.68,-17.0,294.0
AZ,1995-03,10.16,51.86,-44.0,328.0
AZ,1995-04,4.11,71.96,-11.0,344.0
AZ,1995-05,2.24,84.73,-56.0,389.0
AZ,1995-06,0.44,111.25,-33.0,439.0
AZ,1995-07,3.9,110.31,44.0,511.0
AZ,1995-08,13.44,93.28,72.0,467.0
AZ,1995-09,7.2,78.58,6.0,439.0
AZ,1995-10,0.2,61.21,17.0,383.0
AZ,1995-11,6.01,31.99,-33.0,322.0
AZ,1995-12,0.68,26.48,-44.0,278.0
AZ,1996-01,0.26,32.07,-61.0,272.0
AZ,1996-02,10.3,38.21,-22.0,300.0
AZ,1996-03,2.93,63.51,0.0,339.0
AZ,1996-04,0.3,89.63,11.0,394.0
AZ,1996-05,0.67,112.1,-33.0,417.0
AZ,1996-06,2.9,120.81,33.0,450.0
AZ,1996-07,7.31,110.25,44.0,461.0
AZ,1996-08,8.75,103.52,67.0,472.0
AZ,1996-09,17.72,69.64,0.0,406.0
AZ,1996-10,4.01,60.56,-22.0,411.0
AZ,1996-11,4.97,39.01,-6.0,328.0
AZ,1996-12,0.12,28.76,-61.0,289.0
AZ,1997-01,11.22,26.92,-33.0,267.0
AZ,1997-02,3.19,40.54,-44.0,289.0
AZ,1997-03,1.62,64.11,-22.0,361.0
AZ,1997-04,3.21,77.57,-11.0,372.0
AZ,1997-05,2.39,104.93,44.0,428.0
AZ,1997-06,2.95,114.43,6.0,428.0
AZ,1997-07,2.82,113.24,17.0,489.0
AZ,1997-08,7.94,94.32,72.0,456.0
AZ,1997-09,13.11,78.78,39.0,422.0
AZ,1997-10,5.28,63.37,-11.0,406.0
AZ,1997-11,6.06,35.7,-22.0,328.0
AZ,1997-12,17.73,21.01,-44.0,239.0
AZ,1998-01,4.18,22.76,-56.0,267.0
AZ,1998-02,27.54,28.91,-44.0,256.0
AZ,1998-03,12.75,48.6,-39.0,350.0
AZ,1998-04,3.16,69.37,-11.0,372.0
AZ,1998-05,0.32,94.95,28.0,383.0
AZ,1998-06,0.21,119.6,89.0,450.0
AZ,1998-07,10.12,112.91,161.0,483.0
AZ,1998-08,12.26,109.08,161.0,467.0
AZ,1998-09,11.49,88.28,89.0,439.0
AZ,1998-10,2.68,66.2,22.0,383.0
AZ,1998-11,6.05,35.55,-33.0,322.0
AZ,1998-12,4.12,27.08,-83.0,267.0
AZ,1999-01,0.23,32.98,-78.0,311.0
AZ,1999-02,0.89,46.1,-67.0,283.0
AZ,1999-03,1.12,64.58,0.0,322.0
AZ,1999-04,17.79,84.8,-11.0,356.0
AZ,1999-05,0.06,113.26,28.0,389.0
AZ,1999-06,0.16,129.21,67.0,433.0
AZ,1999-07,20.46,95.67,183.0,433.0
AZ,1999-08,23.06,98.32,156.0,439.0
AZ,1999-09,20.39,82.01,111.0,422.0
AZ,1999-10,0.05,71.76,17.0,406.0
AZ,1999-11,0.0,46.42,-17.0,350.0
AZ,1999-12,0.09,33.2,-78.0,278.0
AZ,2000-01,1.83,36.59,-50.0,306.0
AZ,2000-02,1.07,47.52,-178.0,306.0
AZ,2000-03,8.2,60.23,-6.0,306.0
AZ,2000-04,0.0,97.6,22.0,389.0
AZ,2000-05,0.0,113.14,-22.0,428.0
AZ,2000-06,3.3,115.17,33.0,433.0
AZ,2000-07,1.89,117.12,-133.0,456.0
AZ,2000-08,19.76,197.42,50.0,444.0
AZ,2000-09,1.02,84.19,-22.0,444.0
AZ,2000-10,45.8,49.88,39.0,406.0
AZ,2000-11,9.62,29.05,-56.0,261.0
AZ,2000-12,0.37,20.72,-44.0,239.0
AZ,2001-01,12.16,23.14,-28.0,250.0
AZ,2001-02,6.86,31.81,-56.0,239.0
AZ,2001-03,12.75,54.14,-28.0,289.0
AZ,2001-04,6.04,76.85,0.0,344.0
AZ,2001-05,3.47,114.35,39.0,433.0
AZ,2001-06,0.77,132.77,100.0,444.0
AZ,2001-07,5.51,107.03,172.0,472.0
AZ,2001-08,11.88,96.77,150.0,433.0
AZ,2001-09,1.87,96.04,106.0,422.0
AZ,2001-10,1.4,61.45,11.0,372.0
AZ,2001-11,1.07,39.8,-56.0,317.0
AZ,2001-12,3.78,22.97,-44.0,250.0
AZ,2002-01,1.08,27.07,-44.0,261.0
AZ,2002-02,0.46,47.24,-44.0,289.0
AZ,2002-03,1.84,67.07,-44.0,328.0
AZ,2002-04,0.67,86.54,0.0,361.0
AZ,2002-05,0.0,114.83,39.0,433.0
AZ,2002-06,0.03,137.79,128.0,444.0
AZ,2002-07,8.85,119.61,150.0,450.0
AZ,2002-08,5.71,106.76,111.0,433.0
AZ,2002-09,5.95,87.89,106.0,428.0
AZ,2002-10,4.35,57.51,17.0,378.0
AZ,2002-11,2.84,45.98,-22.0,300.0
AZ,2002-12,8.27,19.44,-33.0,250.0
AZ,2003-01,2.68,25.0,-50.0,239.0
AZ,2003-02,26.11,36.67,-39.0,267.0
AZ,2003-03,6.84,49.71,-17.0,294.0
AZ,2003-04,2.51,82.91,6.0,328.0
AZ,2003-05,0.04,110.01,39.0,439.0
AZ,2003-06,0.0,136.17,128.0,439.0
AZ,2003-07,11.56,130.88,178.0,461.0
AZ,2003-08,10.77,108.42,183.0,461.0
AZ,2003-09,6.39,82.76,106.0,433.0
AZ,2003-10,2.65,67.13,33.0,411.0
AZ,2003-11,11.2,33.81,-11.0,283.0
AZ,2003-12,5.74,26.58,-61.0,267.0
AZ,2004-01,7.46,22.99,-28.0,256.0
AZ,2004-02,4.68,33.03,-67.0,283.0
AZ,2004-03,14.68,61.0,-17.0,350.0
AZ,2004-04,12.07,76.34,33.0,361.0
AZ,2004-05,0.03,114.5,56.0,400.0
AZ,2004-06,0.94,128.74,111.0,417.0
AZ,2004-07,7.77,121.41,111.0,444.0
AZ,2004-08,9.97,149.93,133.0,439.0
AZ,2004-09,6.91,92.78,56.0,428.0
AZ,2004-10,3.69,60.54,17.0,356.0
AZ,2004-11,7.88,29.42,-61.0,322.0
AZ,2004-12,13.55,25.74,-78.0,244.0
AZ,2005-01,13.51,24.6,-39.0,267.0
AZ,2005-02,25.24,31.58,-17.0,239.0
AZ,2005-03,5.7,55.39,-11.0,311.0
AZ,2005-04,3.54,83.2,0.0,344.0
AZ,2005-05,0.55,113.46,50.0,433.0
AZ,2005-06,0.42,125.07,122.0,467.0
AZ,2005-07,8.08,123.61,150.0,450.0
AZ,2005-08,9.67,109.13,167.0,444.0
AZ,2005-09,4.87,93.17,78.0,428.0
AZ,2005-10,4.41,67.55,39.0,378.0
AZ,2005-11,0.0,56.51,-22.0,322.0
AZ,2005-12,0.19,44.25,-33.0,272.0
AZ,2006-01,0.89,44.61,-72.0,283.0
AZ,2006-02,0.0,53.33,-33.0,300.0
AZ,2006-03,4.2,57.05,-33.0,289.0
AZ,2006-04,1.53,96.17,22.0,356.0
AZ,2006-05,0.39,120.39,78.0,400.0
AZ,2006-06,0.96,146.39,133.0,450.0
AZ,2006-07,17.31,121.03,183.0,467.0
AZ,2006-08,15.85,114.66,144.0,422.0
AZ,2006-09,7.4,84.98,94.0,389.0
AZ,2006-10,10.18,59.21,11.0,383.0
AZ,2006-11,0.0,58.65,-6.0,339.0
AZ,2006-12,2.59,27.98,-67.0,222.0
AZ,2007-01,9.68,32.15,-111.0,244.0
AZ,2007-02,6.32,38.33,-67.0,278.0
AZ,2007-03,4.71,70.91,-44.0,372.0
AZ,2007-04,3.84,96.16,28.0,394.0
AZ,2007-05,0.57,133.33,67.0,411.0
AZ,2007-06,0.0,151.64,122.0,439.0
AZ,2007-07,18.04,115.82,156.0,450.0
AZ,2007-08,1.65,109.72,178.0,444.0
AZ,2007-09,4.04,93.21,106.0,417.0
AZ,2007-10,0.58,85.96,39.0,361.0
AZ,2007-11,0.57,71.66,22.0,339.0
AZ,2007-12,15.88,19.93,-78.0,228.0
AZ,2008-01,5.34,30.84,-83.0,211.0
AZ,2008-02,8.42,37.9,-78.0,267.0
AZ,2008-03,0.0,72.29,-22.0,311.0
AZ,2008-04,0.0,110.73,0.0,361.0
AZ,2008-05,11.97,102.9,56.0,406.0
AZ,2008-06,0.0,152.43,100.0,467.0
AZ,2008-07,15.66,110.05,172.0,439.0
AZ,2008-08,14.09,93.72,172.0,439.0
AZ,2008-09,10.93,100.4,117.0,422.0
AZ,2008-10,1.03,79.88,-17.0,389.0
AZ,2008-11,4.63,49.44,-17.0,322.0
AZ,2008-12,16.99,30.52,-78.0,261.0
AZ,2009-01,4.62,33.0,-61.0,272.0
AZ,2009-02,5.85,45.71,-56.0,294.0
AZ,2009-03,1.06,74.05,-11.0,322.0
AZ,2009-04,2.95,96.83,-6.0,383.0
AZ,2009-05,4.5,119.33,83.0,422.0
AZ,2009-06,0.87,132.04,111.0,439.0
AZ,2009-07,2.03,141.09,178.0,461.0
AZ,2009-08,7.52,114.53,144.0,439.0
AZ,2009-09,9.32,99.3,106.0,417.0
AZ,2009-10,0.38,82.81,-44.0,383.0
AZ,2009-11,2.44,53.76,-17.0,372.0
AZ,2009-12,5.74,21.6,-67.0,244.0
AZ,2011-01,0.07,24.44,-61.0,250.0
AZ,2011-02,11.43,38.13,-78.0,272.0
AZ,2011-03,3.19,64.04,-17.0,333.0
AZ,2011-04,4.77,97.34,0.0,367.0
AZ,2011-05,0.66,108.91,50.0,372.0
AZ,2011-06,0.61,146.74,83.0,461.0
AZ,2011-07,6.7,115.63,156.0,461.0
AZ,2011-08,6.5,105.22,194.0,450.0
AZ,2011-09,6.98,80.2,122.0,428.0
AZ,2011-10,1.89,57.29,22.0,372.0
AZ,2011-11,6.38,76.7,-28.0,311.0
AZ,2011-12,14.21,18.56,-56.0,256.0
AZ,2012-01,0.39,23.28,-44.0,283.0
AZ,2012-02,3.36,36.43,-39.0,272.0
AZ,2012-03,5.21,68.18,-61.0,344.0
AZ,2012-04,2.7,86.19,0.0,400.0
AZ,2012-05,0.95,118.49,72.0,417.0
AZ,2012-06,0.0,134.88,133.0,428.0
AZ,2012-07,15.91,108.21,178.0,433.0
AZ,2012-08,21.46,95.53,167.0,450.0
AZ,2012-09,7.88,72.86,106.0,400.0
AZ,2012-10,0.53,56.33,22.0,394.0
AZ,2012-11,3.59,31.0,-28.0,328.0
AZ,2012-12,4.42,27.8,-61.0,294.0
AZ,2013-01,10.13,26.4,-78.0,283.0
AZ,2013-02,6.09,29.24,-72.0,267.0
AZ,2013-03,7.03,51.34,-56.0,350.0
AZ,2013-04,1.44,90.19,11.0,372.0
AZ,2013-05,0.13,112.23,94.0,383.0
AZ,2013-06,0.0,128.35,139.0,456.0
AZ,2013-07,13.77,104.82,183.0,450.0
AZ,2013-08,3.87,95.76,161.0,439.0
AZ,2013-09,12.21,79.24,117.0,428.0
AZ,2013-10,0.54,58.8,56.0,356.0
AZ,2013-11,28.67,34.0,33.0,333.0
AZ,2013-12,0.98,18.59,-33.0,283.0
AZ,2014-01,0.0,23.98,-6.0,272.0
AZ,2014-02,0.0,38.9,-17.0,306.0
AZ,2014-03,19.85,50.91,22.0,311.0
AZ,2014-04,1.45,78.59,33.0,356.0
AZ,2014-05,0.0,101.4,94.0,400.0
AZ,2014-06,0.0,123.69,139.0,417.0
AZ,2014-07,3.81,111.84,189.0,439.0
AZ,2014-08,22.17,85.48,172.0,417.0
AZ,2014-09,19.96,68.5,156.0,417.0
AZ,2014-10,6.74,46.67,83.0,372.0
AZ,2014-11,0.0,34.79,22.0,306.0
AZ,2014-12,7.81,14.06,-33.0,272.0
AZ,2015-01,11.62,17.71,-39.0,283.0
AZ,2015-02,1.54,31.29,44.0,317.0
AZ,2015-03,4.81,51.79,56.0,361.0
AZ,2015-04,5.27,76.92,39.0,367.0
AZ,2015-05,14.87,78.47,100.0,406.0
AZ,2015-06,8.85,105.43,156.0,439.0
AZ,2015-07,3.91,107.05,189.0,417.0
AZ,2015-08,23.97,96.64,183.0,444.0
AZ,2015-09,7.05,73.89,144.0,417.0
AZ,2015-10,11.45,46.29,83.0,400.0
AZ,2015-11,3.86,27.59,0.0,306.0
AZ,2015-12,8.49,22.42,-39.0,283.0
AZ,2016-01,20.95,19.31,-22.0,250.0
AZ,2016-02,2.04,37.86,-28.0,322.0
AZ,2016-03,0.0,63.19,50.0,339.0
AZ,2016-04,5.81,67.5,39.0,367.0
AZ,2016-05,1.13,91.98,106.0,383.0
AZ,2016-06,3.55,115.35,156.0,472.0
AZ,2016-07,10.25,117.09,183.0,439.0
AZ,2016-08,6.25,87.0,194.0,433.0
AZ,2016-09,2.53,77.6,144.0,400.0
AZ,2016-10,2.17,52.85,106.0,389.0
AZ,2016-11,9.04,31.37,22.0,317.0
AZ,2016-12,20.21,16.21,6.0,267.0
